,Home,Away,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,Result,Date
0,Dallas Mavericks,San Antonio Spurs,-1.8257418583505536,0.0,0.18700150675339636,0.9163428839906806,-0.6356732735255508,-1.3004354976502477,-0.8626816793212242,-1.2983140168849048,0.374359029143145,0.25982180567211743,0.21897511266651093,0.0,-0.9708467105191032,-0.5195046045128227,-1.8858513588629953,-2.372160742038683,2.095695862758125,0.0,0.0,0.0,0.0,-0.08968715940794603,-0.14521666851440218,0.0933777330394786,-0.08968715940794603,-0.0933777330394786,0.08968715940794603,0.11817656383653252,-0.14045995963374475,-1.8396506359120781,1.279088022689334,-1.806711107080436,0.10257534308170603,0.10257534308170603,-1.0322663273069617,-2.372160742038683,-0.9458321667063988,-0.8852095218945526,0.0,0.0,0.0,0.0,-0.2109683253372528,0,10/28/2014
1,Los Angeles Lakers,Houston Rockets,-1.8257418583505536,-0.22475430926296716,-0.5454210613640715,0.5419232109622307,-1.0745905338170016,-1.7834543967774827,-2.1461836900186544,-1.2437630077720936,-0.3850550014043777,-0.8982410996093204,0.8683495847120253,-0.5109212135394184,-1.473008802166914,-1.0837940887250257,-1.8038578215211252,-0.2223900695661268,0.0,0.0,0.0,0.3048192427849594,-0.4049650100037161,-1.6469823818549958,-2.299263918144701,-1.8675546607895812,-1.6469823818549958,1.8675546607895812,1.6469823818549958,-2.599884404403716,-2.3644093205013696,-1.4612082193815936,-0.7248165461906229,-1.5603414106603772,-1.0001095950466328,-1.000109595046634,-2.30274796091553,-0.22239006956612625,-1.3927638498753572,-1.1496227557072092,0.0,0.0,0.0,0.22050479878790105,-2.6546847604937627,0,10/28/2014
2,New Orleans Pelicans,Orlando Magic,1.8257418583505536,0.0,1.4804285951310514,1.7637137229498043,0.3783769485271136,0.0,0.6627920219175257,-1.4074160351105274,-0.10695972261232713,0.7794654170163524,-2.0991407352168965,1.6411408677326766,-0.7030269283069367,0.5732464601520797,0.8745977316466073,-1.7420555449346578,2.318642231136649,1.407052941362897,-1.407052941362897,-1.4224897996631405,1.4173775350130071,1.4594546849111094,2.1661486386731656,1.2903104929091656,1.4594546849111094,-1.2903104929091656,-1.4594546849111094,1.7962837703152943,2.0951943978700256,-0.4520284419669682,2.7287211150705803,0.2874313124900699,2.0771506974045453,2.0771506974045466,1.9057224504128525,-1.7420555449346582,0.2182689615476302,-0.103466048013649,0.0,0.0,0.0,0.0,1.705327296476125,1,10/28/2014
3,New York Knicks,Chicago Bulls,-1.9639610121239317,0.0,-1.0115582001738983,2.0768313710821453,-2.2337293808988106,-1.127001702539105,-1.2190717183638813,-0.9817902994892334,-2.3236444669497645,-2.533560146228288,0.4731459201699719,0.9633943548985168,-2.9594892163780457,-1.3716172217564682,-0.6071764188823312,-0.8078427346676913,0.0,0.3068178017557874,-0.30745744055399266,1.162833134404295,-1.204039209396259,-2.1593146120722264,-3.5532386665009135,-2.2887315180976167,-2.1593146120722264,2.3711136126297414,2.2207742500297596,-3.6085455942100193,-3.5942593689041797,0.4472348929067137,0.3667478519306796,-0.8390132968238075,0.3082011805657737,0.30630269777833435,-1.1295263340704864,-0.8078427346676916,-2.1636188831204146,-2.5817893396462503,0.0,0.0,0.0,0.0,-3.2369307261502778,0,10/29/2014
4,Los Angeles Lakers,Phoenix Suns,-1.9639610121239317,-0.11643974509299199,-2.456641343279468,0.0,-2.438225732671237,-3.381005107617315,-3.4103145539040223,-1.6588870577576702,2.8630619324916737,2.5682664496012784,0.8786995660299466,0.5566278494969211,-1.2162284450868674,-0.4617325300962368,-1.425544635636777,-0.0237600804314026,1.3148232548230427,0.0,0.0,-0.05168147264019074,2.6756426875472434,-2.1513171505460336,-2.7504699307358926,-2.434820763933636,-2.1513171505460336,1.7236818815216208,1.1350623944596556,-3.2310558955249284,-2.702350562546476,0.6410366798329564,-0.7131208231985428,-1.5581675512442157,0.1284171585690724,0.35735314740805835,-0.3346744693542182,-0.023760080431402764,-2.8723905862115844,-2.414321923020548,-0.1094958574850862,0.2077519365772664,0.20943451196605672,3.844439103114862,-1.7320418797821655,0,10/29/2014
5,Brooklyn Nets,Boston Celtics,-1.9639610121239317,0.0,-1.7882903895931417,-1.0450297981878298,-1.0854037132536485,-0.2504448227864677,-0.4629386272267904,0.033854837913421865,1.016594454290522,0.5032413989083583,1.129756584895646,0.0,0.8108189633912454,0.5296343727574481,-2.0855190039871365,1.8770463540808129,-2.0544113356610048,0.529958021214542,-0.5310628518659877,-1.033629452803818,1.0702570750188969,-1.263598921138562,-2.0793026270634978,-1.3797317662290605,-1.263598921138562,1.4293947310179298,1.2995641907581552,-2.1753643653039125,-2.1033073343957795,-0.8646541262863116,-2.444985679537861,-2.077556734992287,1.053020700266393,1.0465342174093124,1.882543890117476,1.8770463540808124,-0.8828559810433867,-0.6000915762421021,0.0,0.0,0.0,0.0,-1.4007770393866696,0,10/29/2014
6,Washington Wizards,Miami Heat,-1.9639610121239317,0.0,-0.5960967965310466,-0.859834644078595,-0.015730488597878955,-0.8264679151953438,-1.4968348946999557,-0.04231854739177734,-0.6638984191285038,0.19088466855144656,-1.5642783483170486,-1.1560732258782205,-0.6689256447977768,-1.1814920623050764,0.0,0.0,-0.9039409876908424,-0.3068178017557872,0.3074574405539926,0.8269035622430541,-0.8562056600151174,-1.039669998405146,-1.7108186172041435,-0.9982765132127918,-1.039669998405146,1.0342091289129738,1.0692616759402545,-1.5739400996022428,-1.7305693257686792,0.6410366798329564,0.0,0.2397180848068016,-1.3612218808321663,-1.352836915187648,-2.008046816125308,0.0,-0.21138805179912107,-0.4465797776685394,0.0,0.0,0.0,0.0,-1.3061299421308132,0,10/29/2014
7,Portland Trail Blazers,Oklahoma City Thunder,1.9639610121239317,-0.4657589803719624,1.0476852787515372,0.6217265887952922,0.6449500325130374,2.4794037455860307,2.160380260391689,2.1497822075022865,-1.0373412798882875,-0.8850107360112514,-0.33796137154997985,-0.32113145163283896,-0.1621637926782485,-0.2987681077093292,1.055958989360576,-1.401844745452759,-2.383117149366765,1.1993786795908057,-1.2857311150439696,-2.7649587862502125,2.5418605531698804,1.3355760748743033,2.513587352969165,1.4608924583601817,1.3355760748743033,-1.5134767740189845,-1.373589999092481,2.2905307140552957,2.2098039082892367,0.20870961668979976,2.098612708269997,0.8390132968238089,0.32104289642268097,0.31906531018576634,0.4183430866927728,-1.4018447454527592,1.1315478066894122,0.9350264094935076,0.0,0.0,0.0,0.08179657666201834,1.9875890423729767,1,10/29/2014
8,Houston Rockets,Utah Jazz,1.9639610121239317,-0.6598252221936103,-0.7406051108416044,-1.2566814028841002,0.06292195439151582,2.6797596038152047,1.5739913325710877,2.513721715071572,1.7012396990167913,2.7244448147797327,-1.3132213294513493,-0.5566278494969208,1.8243426676303016,0.8691435860635046,0.9767620651585324,0.4039213673338457,-0.5752351739850815,-0.5020654937821976,-0.5031121754519882,2.7907995225703086,0.08026928062641743,0.8557283833026973,1.8555801925060331,0.7142140907538663,0.8557283833026973,-1.1855568063148707,-1.32423946020293,1.458773750850859,1.790473648583749,2.116911826425109,0.22412368729097093,1.0387783674961435,0.15410059028288614,0.3063026977783357,0.9203547907241,0.4039213673338455,0.8952905723256893,0.9629376455977898,0.5912776304194661,0.5193798414431658,0.5210930119155447,3.885337391445871,1.078976908716759,1,10/29/2014
9,Philadelphia 76ers,Indiana Pacers,-1.9639610121239317,-0.23287949018598125,-0.8489863465745211,1.0185733476007974,-1.3685525080154681,-0.550978610130229,-0.7098392284144117,-0.2877661222640859,-0.4979238143463777,0.329709882043407,-1.0814763889599357,0.19267887097970385,-2.0473178825628953,-1.2358135364340452,-1.4783425851048055,-1.8532862736494105,2.2187642425138856,-2.4266498866139554,2.403758171603944,1.3178775523248674,-1.525116331901928,-1.1356395367194674,-1.7042385455995124,-1.0632050669176871,-1.1356395367194674,1.101474763313816,1.167962753719355,-1.6891064483536258,-1.8770021148721832,-1.177718551321011,0.6723710618729122,-1.4782615229752811,-0.20546745371051575,-0.2042017985188904,-0.9621890993933772,-1.8532862736494105,-1.280762902077027,-1.493251131579183,0.0,0.0,0.0,0.04089828833100917,-2.7447658204198264,0,10/29/2014
