,Home,Away,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,Result,Date
0,Los Angeles Clippers,Los Angeles Lakers,2.3229157072627244,1.1072820589849828,1.5751755647858443,-0.19409412780027746,1.496657220401708,-0.6077625244178291,-0.06574738203517694,-1.5342229519020842,2.5505560819553112,2.8703627230012176,-0.8964714350090254,1.1611453712070614,0.9938377634265136,1.4572634124436803,0.5031168620974149,-1.0383556108294498,1.5146463094955582,-0.6900277920238604,-1.1723819189484797,1.4832803066530065,3.2368697026593427,2.5326931888771758,2.74893039943012,2.190648785149019,2.5326931888771758,-1.882114652979438,-1.8112582937117183,2.607272861923601,2.7541289102937947,-0.29494251170542096,0.9674006568062112,0.18678963046182265,2.030878719267996,0.9343027427990832,2.45718260826222,-1.038355610829452,1.002083801310384,1.2326937453747278,-1.0136660992015427,-1.1899234130703702,-1.1906626000009086,-1.1173937061845851,2.5695298583447594,0,10/29/2013
1,Miami Heat,Chicago Bulls,0.4696605528345405,-0.4429128235939888,2.9845431753837026,-2.280606001653223,4.302889508654917,1.5194063110445706,1.5450634778266616,0.8464678355321844,-0.4684694844407709,-0.2266075833948335,-0.6308502690804252,-2.8687120935703856,-2.6502340358040364,-3.901705265575021,-0.1886688232865309,-0.3461185369431493,1.9806913278018812,-1.1040444672381764,-3.3039854079457154,0.19347134434604468,-0.4720434983044869,2.5952288231704403,0.6312358694987681,2.716404493584782,2.5952288231704403,1.6549628845164022,1.7429089241376907,0.8233493248179793,0.6626475573639206,-1.7696550702325269,0.0,0.4669740761545579,-2.9505219128987874,-1.801869575398239,-2.789234312081443,-0.34611853694315065,3.96061692898866,3.5501579866792268,0.2339229459695851,0.4121956921093444,0.4108953286277628,0.3307084511577696,0.3211912322930951,1,10/29/2013
2,Orlando Magic,Indiana Pacers,-2.5577459836799954,-0.5905504314586606,0.082903977093993,0.3396647236504753,-0.24944287006695195,0.0,0.09862107305276467,-0.21161695888304605,-1.4054084533223143,-1.133037916974165,-0.5312423318572002,-0.5464213511562643,-2.053931377748129,-1.833331389848504,0.25155843104870634,-0.6922370738863006,0.9320900366126502,-1.7940722592620368,0.8526413955988941,-0.3224522405767404,-2.8996957752989925,-0.8129632458124256,-2.117694529931352,-0.6425903103103797,-0.8129632458124256,2.6284704636436915,2.6314507286000417,-2.01916620133933,-2.1536045614327417,0.2949425117054181,0.5159470169633119,0.4669740761545563,-1.1112355256372042,-0.4671513713995454,-1.7930792006237846,-0.6922370738863013,-0.14315482875862628,-0.4930774981498933,0.3898715766159788,0.5366321274631058,0.5369654862749228,0.9069428736296412,-2.3067370319231357,0,10/29/2013
3,Miami Heat,Philadelphia 76ers,2.7100683251398454,2.952752157293287,2.9845431753837026,-2.135035405803018,4.115807356104703,1.291495364387885,0.5259790562814173,2.751020465479596,1.1971997935708607,0.5287510279212764,1.6601322870537505,-2.2539880735195887,0.3312792544755045,-1.363246418092477,1.6351298018165978,-1.038355610829452,0.34953376372974265,1.1040444672381764,-3.6237259312953007,-0.9028662736148722,1.0115217820810445,3.4394598861295003,3.156179347493841,3.5634553571757386,3.4394598861295003,-1.4927116213285152,-1.366987391480543,3.2933972992719167,3.1268681613110005,0.3217554673150049,1.4833476737695246,1.9612911198491445,-1.7626494544590148,0.13347182039987016,-0.19923102229153167,-1.038355610829452,3.769743823977159,3.944619985199141,-3.2359340859126235,-3.0486926661672165,-3.0490301090219383,-3.111665881348105,3.299509931738157,0,10/30/2013
4,Golden State Warriors,Los Angeles Lakers,1.8596019186556785,0.8120068432556498,1.4922715876918569,0.8249000431511622,0.7483286102008557,0.07597031555222822,0.13149476407035487,-0.052904239720761526,-0.4164173195029084,-0.3399113750922488,-0.13281058296430004,1.3660533778906596,1.9876755268530275,2.3504248587801344,-0.4402272543352372,0.3461185369431513,0.5825562728829066,-0.5520222336190889,-0.4263206977994475,1.4832803066530065,0.2697391418882777,0.9693023315455848,2.2805941091568407,0.9930941159342196,0.9693023315455848,-2.5960202110061164,-2.699800098174069,2.2348053102202297,2.2571432422708546,-1.2870218692600193,-0.5804403940837275,-0.6537637066163837,1.877604853662864,3.203323689596875,3.2541066974283464,0.34611853694315065,0.5726193150345051,0.3944619985199147,-0.9746789415399472,-0.9138300721292028,-0.9151759592163828,-0.6614169023155394,1.9855457996300403,1,10/30/2013
5,Memphis Grizzlies,San Antonio Spurs,-0.9266275772140926,2.140745314037632,-0.331615908375972,1.5042294904521334,-1.371935785368232,-2.658961044328,-2.3011583712311987,-2.3277865477135067,0.10410432987572672,0.5665189584870824,-1.4609164126073004,2.0490800668359896,-0.9938377634265136,0.7051274576340402,-1.3835713707678894,0.0,0.8155787820360694,-0.4140166752143161,0.7460612211490326,1.2898089623069613,0.4720434983044869,-1.2507126858652728,-1.2828341864007229,-1.4312238729640274,-1.2507126858652728,0.6490050527515291,0.8201924348883229,-1.3526453193438228,-1.3252951147278411,-1.2602089136504355,-1.0318940339266254,-1.774501489387319,2.4907003160833923,-0.4671513713995453,1.1953861337491898,0.0,-2.051885878873643,-2.0709254922295464,-1.910370725418293,-2.057089821941916,-2.059145908236866,-2.059411718573384,-1.0803705086222288,0,10/30/2013
6,New York Knicks,Milwaukee Bucks,1.7009328129683343,0.6643692353909886,1.409367610597864,0.7278529792510303,0.6859678926841177,2.2031391510146285,2.235410989196021,1.0051805546944692,-0.5725738143164975,-0.7175906807503039,0.4648370403750501,-0.7513293578398627,0.7288143598461085,-0.04700849717560335,-0.7546752931461213,-2.3074569129543385,1.6311575640721387,-0.414016675214316,-1.8118629656476504,1.0963376179609168,-0.4720434983044871,1.5946586744782212,1.5882708974485138,1.5188498243699873,1.5946586744782212,-0.7788060633018368,-0.7176683805272881,1.5094737621662953,1.4909570040688216,-1.4478996029175188,0.77392052544497,-0.4669740761545579,-0.7280508616243766,1.801869575398239,0.13282068152768778,-2.3074569129543376,1.2406751825747608,1.0847704959297653,-0.6627816802471652,-0.6688458400264815,-0.6677049090201146,-0.6463846999901861,1.197167320365171,1,10/30/2013
7,Phoenix Suns,Portland Trail Blazers,-0.4696605528345405,-0.3690940196616608,-0.4974238625639524,-1.9894648099528132,0.8106893277175937,-0.07597031555222844,-0.0986210730527659,0.0,-0.36436515456504415,0.3021434445264442,-1.892550807241272,-0.8879346956289293,-1.6563962723775227,-1.7393143954973005,-2.7671427415357783,1.845965530363471,3.378826382720858,-0.27601111680954443,0.4263206977994475,1.7412420991143998,0.3371739273603481,-0.687891977225901,-0.2850742636446049,-0.350503805623844,-0.687891977225901,-0.29205227373819,-0.2050481087220844,-0.039207110705618116,-0.3313237786819604,-2.708108516567955,-2.902201970418635,-2.3348703807727897,-0.8430062608282256,-0.9343027427990908,-1.1289757929853457,1.8459655303634703,0.7157741437931313,0.4930774981498933,0.2729101036311863,0.361643390246874,0.3642026776473377,0.21546156666339544,-0.4379880440360388,1,10/30/2013
8,Brooklyn Nets,Cleveland Cavaliers,0.8568131707116609,0.5167316275263221,-0.6632318167519327,-2.862888385054048,1.3719357853682357,1.3674656799401148,1.3149476407035419,0.6877551163698998,0.8848868039436792,0.8308944724477219,0.06640529148215002,-2.253988073519588,-1.5901404214824209,-2.679484339009354,0.06288960776217545,0.6922370738863005,2.097202582378462,0.2760111168095438,-1.5987026167479268,1.3542994104223078,1.1463913530251832,0.5940885257860063,0.4886987376764658,0.9054681645282636,0.5940885257860063,0.032450252637579224,-0.10252405436103977,0.5685031052314619,0.476277931855318,0.3485684229245886,-0.3224668856020709,0.4669740761545579,-2.069197185669279,-1.6683977549983688,-2.191541245206848,0.6922370738863014,1.6701396688506398,1.8243867431546053,-0.7797431532319579,-0.4938571028102497,-0.4949421003925362,-0.6062988271225777,0.6715816675219259,0,10/30/2013
9,Charlotte Bobcats,Houston Rockets,-0.8568131707116609,1.697832490443643,-0.16580795418798022,2.523223661403573,-1.870821525502136,-2.2791094665668563,-2.629895281407084,-0.3703296780453306,-1.8218257728252223,-2.190539972816719,0.8300661435268751,-0.8879346956289292,0.3312792544755045,-0.3760679774048234,0.8175649009082989,-3.922676752022373,-1.398135054918976,-0.2760111168095445,-0.31974052334958514,-0.9028662736148744,-1.6858696368017403,-2.126211565970963,-0.9977599227561178,-2.161440134680363,-2.126211565970963,-0.6165548001139499,-0.64931901095326,-1.0585919890516875,-1.035386808381126,0.9116404907258472,2.7732152161778068,0.7471585218472901,-1.4177832568474682,2.002077305998052,-0.8633344299299703,-3.922676752022372,-2.385913812643772,-2.416079740934472,-1.5984734641255112,-1.6876691544854214,-1.6902739654914898,-1.6435207875719462,-0.7591792763291338,0,10/30/2013
